Distance,sub_group_type,idd,x
37.202536774668964,SP1,1,0.0
24.756650794885008,SP1,1,0.0
54.38679941509047,SP1,1,0.0
37.202536774668964,SP1,1,0.0
24.756650794885008,SP1,1,0.0
49.54855401980194,SP1,1,0.0
54.38679941509047,SP1,1,0.0
60.08788347349669,SP1,1,0.0
50.655593107252926,SP1,1,0.0
56.059241895375294,SP1,1,0.0
40.04939952813768,SP1,1,0.0
84.40148932398563,SP1,1,0.0
59.841570426371845,SP1,1,0.0
49.54855401980194,SP1,1,0.0
56.059241895375294,SP1,1,0.0
22.287420587507306,SP1,1,0.0
30.472728787715862,SP1,1,0.0
22.287420587507306,SP1,1,0.0
66.41055407253285,SP1,1,0.0
45.80440246500114,SP1,1,0.0
30.472728787715862,SP1,1,0.0
40.60574505647983,SP1,1,0.0
84.50329486498262,SP1,1,0.0
45.10084098177712,SP1,1,0.0
45.10084098177712,SP1,1,0.0
64.24098112615827,SP1,1,0.0
40.60574505647983,SP1,1,0.0
47.78896899779461,SP1,1,0.0
45.165122392002,SP1,1,0.0
47.78896899779461,SP1,1,0.0
62.013669718383944,SP1,1,0.0
21.687465783239258,SP1,1,0.0
45.165122392002,SP1,1,0.0
69.59802731363625,SP1,1,0.0
21.687465783239258,SP1,1,0.0
75.5129956334834,SP1,1,0.0
55.803331513450004,SP1,1,0.0
74.28206401327107,SP1,1,0.0
55.803331513450004,SP1,1,0.0
50.933963680526084,SP1,1,0.0
33.14472554448183,SP1,1,0.0
28.268856666429013,SP1,1,0.0
70.1141886412243,SP1,1,0.0
33.14472554448183,SP1,1,0.0
28.268856666429013,SP1,1,0.0
39.791485838759485,SP1,1,0.0
26.45175479161173,SP1,1,0.0
26.45175479161173,SP1,1,0.0
42.85328238755166,SP1,1,0.0
49.03921164830835,SP1,1,0.0
33.78175632709482,SP1,1,0.0
33.99522930933558,SP1,1,0.0
40.71969748717708,SP1,1,0.0
36.843909095974354,SP1,1,0.0
43.2080216084813,SP1,1,0.0
26.496204720867546,SP1,1,0.0
24.026747002450875,SP1,1,0.0
43.2080216084813,SP1,1,0.0
54.02600600009652,SP1,1,0.0
24.026747002450875,SP1,1,0.0
56.57884179588081,SP1,1,0.0
37.87140612949109,SP1,1,0.0
40.27877254932178,SP1,1,0.0
37.04201560390579,SP1,1,0.0
53.12722809666907,SP1,1,0.0
37.04201560390579,SP1,1,0.0
22.658510883318097,SP1,1,0.0
22.658510883318097,SP1,1,0.0
37.06074568259688,SP1,1,0.0
55.19293000008661,SP1,1,0.0
53.12722809666907,SP1,1,0.0
61.05313811680973,SP1,1,0.0
83.99402148014782,SP1,2,0.0
61.94311512785158,SP1,2,0.0
61.94311512785158,SP1,2,0.0
61.490769925900246,SP1,2,0.0
69.51793991353946,SP1,2,0.0
28.023793698001345,SP1,2,0.0
41.88574975642406,SP1,2,0.0
41.88574975642406,SP1,2,0.0
28.023793698001345,SP1,2,0.0
52.2394245634085,SP1,2,0.0
63.404967676065134,SP1,2,0.0
45.2001781635273,SP1,2,0.0
52.2394245634085,SP1,2,0.0
48.39268075052488,SP1,2,0.0
32.80945212559259,SP1,2,0.0
43.848017236502365,SP1,2,0.0
38.511731430830025,SP1,2,0.0
31.52122255789691,SP1,2,0.0
31.91724552376514,SP1,2,0.0
31.91724552376514,SP1,2,0.0
31.30313680927138,SP1,2,0.0
33.5856968218357,SP1,2,0.0
32.843998913601844,SP1,2,0.0
31.30313680927138,SP1,2,0.0
19.329876713771537,SP1,2,0.0
43.848017236502365,SP1,2,0.0
19.329876713771537,SP1,2,0.0
33.5856968218357,SP1,2,0.0
32.205861995636276,SP1,2,0.0
59.42490422463775,SP1,2,0.0
31.918342762343475,SP1,2,0.0
31.918342762343475,SP1,2,0.0
40.61403797545388,SP1,2,0.0
25.65313715754614,SP1,2,0.0
51.10163146601965,SP1,2,0.0
44.26095891893934,SP1,2,0.0
40.61403797545388,SP1,2,0.0
25.65313715754614,SP1,2,0.0
47.89765015083058,SP1,2,0.0
55.174711801128716,SP1,2,0.0
44.26095891893934,SP1,2,0.0
39.33776023283734,SP1,2,0.0
28.72730033867434,SP1,2,0.0
60.155659974827024,SP1,2,0.0
28.72730033867434,SP1,2,0.0
48.67469851766032,SP1,2,0.0
90.52801008448289,SP1,2,0.0
48.67469851766032,SP1,2,0.0
55.174711801128716,SP1,2,0.0
50.31365037251501,SP1,2,0.0
60.97519612602906,SP1,2,0.0
50.31365037251501,SP1,2,0.0
32.35901142500106,SP1,2,0.0
60.3934259324075,SP1,2,0.0
35.409172377287256,SP1,2,0.0
48.42072661837703,SP1,2,0.0
32.35901142500106,SP1,2,0.0
59.61921027874711,SP1,2,0.0
45.693820244653075,SP1,2,0.0
48.610673478916596,SP1,2,0.0
59.61921027874711,SP1,2,0.0
31.512437444438124,SP1,2,0.0
48.610673478916596,SP1,2,0.0
22.17623732500345,SP1,2,0.0
22.17623732500345,SP1,2,0.0
74.83933884716426,SP1,2,0.0
91.52008880736528,SP1,2,0.0
86.31964659489209,SP1,3,0.0
44.35954401180925,SP1,3,0.0
40.55853794759159,SP1,3,0.0
55.592924350506514,SP1,3,0.0
30.962098302439724,SP1,3,0.0
37.24742954295679,SP1,3,0.0
39.45409185944641,SP1,3,0.0
45.596865140726806,SP1,3,0.0
48.98380958038899,SP1,3,0.0
28.637612088223324,SP1,3,0.0
28.637612088223324,SP1,3,0.0
59.097345136105,SP1,3,0.0
38.812070257442066,SP1,3,0.0
55.592924350506514,SP1,3,0.0
47.003868154043545,SP1,3,0.0
38.812070257442066,SP1,3,0.0
61.73566468385092,SP1,3,0.0
43.04872819766797,SP1,3,0.0
47.003868154043545,SP1,3,0.0
43.686649926869826,SP1,3,0.0
63.44849881040406,SP1,3,0.0
44.76338095184502,SP1,3,0.0
43.04872819766797,SP1,3,0.0
36.40106530000263,SP1,3,0.0
54.30237766368549,SP1,3,0.0
29.17008007001159,SP1,3,0.0
43.686649926869826,SP1,3,0.0
29.17008007001159,SP1,3,0.0
55.15872341384405,SP1,3,0.0
36.40106530000263,SP1,3,0.0
31.444282837433168,SP1,3,0.0
31.444282837433168,SP1,3,0.0
39.07071086076543,SP1,3,0.0
39.3901411525551,SP1,3,0.0
45.40729816373808,SP1,3,0.0
60.74836996588242,SP1,3,0.0
48.89230792490358,SP1,3,0.0
54.30237766368549,SP1,3,0.0
46.990330082340854,SP1,3,0.0
47.26909442543254,SP1,3,0.0
42.847308936602026,SP1,3,0.0
49.884288247040566,SP1,3,0.0
39.3404246922741,SP1,3,0.0
55.44123671996731,SP1,3,0.0
20.546326624917086,SP1,3,0.0
20.546326624917086,SP1,3,0.0
47.12441457689548,SP1,3,0.0
46.990330082340854,SP1,3,0.0
39.3404246922741,SP1,3,0.0
47.12441457689548,SP1,3,0.0
40.00973721219135,SP1,3,0.0
65.16021001769383,SP1,3,0.0
28.603154467966743,SP1,3,0.0
23.695419679291987,SP1,3,0.0
23.695419679291987,SP1,3,0.0
65.16021001769383,SP1,3,0.0
29.600742502000276,SP1,3,0.0
46.08067209086341,SP1,3,0.0
63.328497193913485,SP1,3,0.0
52.0762120866084,SP1,3,0.0
46.08067209086341,SP1,3,0.0
40.00973721219135,SP1,3,0.0
32.67040453108501,SP1,3,0.0
59.419712724505125,SP1,3,0.0
32.67040453108501,SP1,3,0.0
32.733080063468684,SP1,3,0.0
56.04931910394621,SP1,3,0.0
33.91031488849275,SP1,3,0.0
103.32188034505972,SP1,3,0.0
32.733080063468684,SP1,3,0.0
37.742173244521204,SP1,3,0.0
39.73749372121823,SP1,3,0.0
82.92180536766,SP1,3,0.0
52.115965763469816,SP1,4,0.0
52.115965763469816,SP1,4,0.0
83.48867612853661,SP1,4,0.0
70.45110114051525,SP1,4,0.0
37.20329208120576,SP1,4,0.0
36.317737274088145,SP1,4,0.0
36.317737274088145,SP1,4,0.0
70.45110114051525,SP1,4,0.0
37.20329208120576,SP1,4,0.0
59.03723804473421,SP1,4,0.0
55.1606763695934,SP1,4,0.0
43.084135310632064,SP1,4,0.0
43.084135310632064,SP1,4,0.0
46.650645078113115,SP1,4,0.0
50.54064127243319,SP1,4,0.0
57.957022988487054,SP1,4,0.0
66.28788149383269,SP1,4,0.0
46.650645078113115,SP1,4,0.0
64.51148357053863,SP1,4,0.0
70.48925224479986,SP1,4,0.0
75.60903694759351,SP1,4,0.0
44.98500653733005,SP1,4,0.0
57.957022988487054,SP1,4,0.0
38.51220485624609,SP1,4,0.0
38.51220485624609,SP1,4,0.0
57.88533885971775,SP1,4,0.0
58.08846238342455,SP1,4,0.0
68.00971645068469,SP1,4,0.0
57.88533885971775,SP1,4,0.0
60.099590064870085,SP1,4,0.0
58.08846238342455,SP1,4,0.0
46.79885557746043,SP1,4,0.0
48.87424962083817,SP1,4,0.0
46.79885557746043,SP1,4,0.0
62.19691915237534,SP1,4,0.0
56.0812088524918,SP1,4,0.0
43.527614668800226,SP1,4,0.0
43.527614668800226,SP1,4,0.0
46.02221429073377,SP1,4,0.0
46.02221429073377,SP1,4,0.0
67.62206221387808,SP1,4,0.0
52.833838580249235,SP1,4,0.0
79.38925483842542,SP1,4,0.0
37.12763082144403,SP1,4,0.0
36.30546380673604,SP1,4,0.0
37.12763082144403,SP1,4,0.0
79.38925483842542,SP1,4,0.0
55.18859465396074,SP1,4,0.0
36.30546380673604,SP1,4,0.0
65.34705227135768,SP1,4,0.0
55.18859465396074,SP1,4,0.0
68.61109302493288,SP2,1,0.0
56.96347661135778,SP2,1,0.0
66.48597478141747,SP2,1,0.0
66.58712582836598,SP2,1,0.0
69.32449596231528,SP2,1,0.0
56.96347661135778,SP2,1,0.0
40.144770218280776,SP2,1,0.0
40.144770218280776,SP2,1,0.0
93.51919173832681,SP2,1,0.0
43.23839321598615,SP2,1,0.0
70.17369846799204,SP2,1,0.0
47.987372708798624,SP2,1,0.0
38.75923166862615,SP2,1,0.0
60.2040259052333,SP2,1,0.0
47.987372708798624,SP2,1,0.0
38.75923166862615,SP2,1,0.0
60.2040259052333,SP2,1,0.0
46.90355717245742,SP2,1,0.0
28.29966550428328,SP2,1,0.0
71.87413953990081,SP2,1,0.0
33.06311184762999,SP2,1,0.0
71.664504054218,SP2,1,0.0
28.29966550428328,SP2,1,0.0
33.06311184762999,SP2,1,0.0
88.08375718223117,SP2,1,0.0
55.49534578633113,SP2,1,0.0
91.13890683120127,SP2,1,0.0
90.12616536354976,SP2,1,0.0
41.51897694212836,SP2,1,0.0
49.82424219130959,SP2,1,0.0
55.49534578633113,SP2,1,0.0
41.51897694212836,SP2,1,0.0
58.19996148628827,SP2,1,0.0
39.746785378275774,SP2,1,0.0
75.6563196004247,SP2,1,0.0
39.746785378275774,SP2,1,0.0
58.50912227298879,SP2,1,0.0
35.39852519456557,SP2,1,0.0
25.858817736880372,SP2,1,0.0
25.858817736880372,SP2,1,0.0
59.67577521823054,SP2,1,0.0
35.39852519456557,SP2,1,0.0
54.39831154350477,SP2,1,0.0
49.00967087898463,SP2,1,0.0
70.98206381885934,SP2,1,0.0
48.213930401496334,SP2,1,0.0
59.85437896669293,SP2,1,0.0
53.94193686250503,SP2,1,0.0
34.075586794067085,SP2,1,0.0
34.075586794067085,SP2,1,0.0
87.44416384211252,SP2,1,0.0
56.02669382321442,SP2,2,0.0
64.26824248932068,SP2,2,0.0
59.07995180463782,SP2,2,0.0
60.759561056514116,SP2,2,0.0
56.02669382321442,SP2,2,0.0
57.544157239896926,SP2,2,0.0
57.083900303895696,SP2,2,0.0
45.83474567251791,SP2,2,0.0
77.55938487088095,SP2,2,0.0
29.299696649979218,SP2,2,0.0
29.299696649979218,SP2,2,0.0
50.17035013653934,SP2,2,0.0
44.56561813485455,SP2,2,0.0
77.55938487088095,SP2,2,0.0
57.083900303895696,SP2,2,0.0
51.40436966550696,SP2,2,0.0
30.166171824984097,SP2,2,0.0
98.67854000673613,SP2,2,0.0
44.56561813485455,SP2,2,0.0
66.73142940670041,SP2,2,0.0
99.02699084474214,SP2,2,0.0
81.1142518049544,SP2,2,0.0
46.54378644886214,SP2,2,0.0
39.854476060318085,SP2,2,0.0
39.35223837077381,SP2,2,0.0
39.35223837077381,SP2,2,0.0
33.94136346428215,SP2,2,0.0
28.791709262799415,SP2,2,0.0
62.826884065329025,SP2,2,0.0
77.03395205477912,SP2,2,0.0
28.791709262799415,SP2,2,0.0
33.94136346428215,SP2,2,0.0
68.33916400357035,SP2,2,0.0
77.03395205477912,SP2,2,0.0
76.32730575983639,SP2,2,0.0
58.40443415005992,SP2,2,0.0
146.52644168732553,SP2,2,0.0
58.40443415005992,SP2,2,0.0
43.08012477604957,SP2,2,0.0
43.08012477604957,SP2,2,0.0
40.604675972135155,SP2,2,0.0
75.09133407761213,SP2,2,0.0
45.11520011348729,SP2,2,0.0
75.09133407761213,SP2,2,0.0
40.604675972135155,SP2,2,0.0
52.04746746282276,SP2,3,0.0
107.96416753258211,SP2,3,0.0
51.7546748937953,SP2,3,0.0
52.61660766526755,SP2,3,0.0
39.769971055968064,SP2,3,0.0
76.16238995382022,SP2,3,0.0
39.769971055968064,SP2,3,0.0
52.61660766526755,SP2,3,0.0
67.39790268473728,SP2,3,0.0
54.96534753479861,SP2,3,0.0
54.96534753479861,SP2,3,0.0
56.54553241314483,SP2,3,0.0
58.605175549813765,SP2,3,0.0
55.693788120718246,SP2,3,0.0
109.63436411524214,SP2,3,0.0
56.54553241314483,SP2,3,0.0
63.38589766523424,SP2,3,0.0
28.57309432887218,SP2,3,0.0
55.693788120718246,SP2,3,0.0
28.57309432887218,SP2,3,0.0
109.63436411524214,SP2,3,0.0
85.3565018257182,SP2,3,0.0
46.80197775334565,SP2,3,0.0
32.3729556688789,SP2,3,0.0
60.686443642244036,SP2,3,0.0
88.47355620067562,SP2,3,0.0
32.3729556688789,SP2,3,0.0
26.827882296146104,SP2,3,0.0
80.07843972862607,SP2,3,0.0
72.85111223992465,SP2,3,0.0
26.827882296146104,SP2,3,0.0
60.80688438145463,SP2,3,0.0
47.703261055709376,SP2,3,0.0
47.01177518039371,SP2,3,0.0
35.20700267027776,SP2,3,0.0
87.5608432571838,SP2,3,0.0
47.01177518039371,SP2,3,0.0
50.32105171635987,SP2,3,0.0
63.047576227228596,SP2,3,0.0
35.20700267027776,SP2,3,0.0
72.1987517614372,SP2,3,0.0
47.986754813293146,SP2,3,0.0
46.29443084203277,SP2,3,0.0
53.897629568787295,SP2,3,0.0
46.29443084203277,SP2,3,0.0
53.897629568787295,SP2,3,0.0
73.3027016731206,SP2,3,0.0
25.963408802735977,SP2,4,0.0
91.14044923505192,SP2,4,0.0
25.963408802735977,SP2,4,0.0
39.360837859819355,SP2,4,0.0
72.9559145536092,SP2,4,0.0
28.99803875955797,SP2,4,0.0
39.57197492038398,SP2,4,0.0
38.20639239009859,SP2,4,0.0
48.33896111893871,SP2,4,0.0
32.73219134138271,SP2,4,0.0
40.892428967719674,SP2,4,0.0
32.73219134138271,SP2,4,0.0
33.72730609362483,SP2,4,0.0
51.46416955358359,SP2,4,0.0
51.46416955358359,SP2,4,0.0
33.72730609362483,SP2,4,0.0
38.32847757767351,SP2,4,0.0
69.55056564363328,SP2,4,0.0
40.131230926105964,SP2,4,0.0
104.34181601436399,SP2,4,0.0
60.79871657724242,SP2,4,0.0
39.949046420128106,SP2,4,0.0
53.604074472002594,SP2,4,0.0
39.949046420128106,SP2,4,0.0
52.75026618953623,SP2,4,0.0
53.604074472002594,SP2,4,0.0
44.61257632788731,SP2,4,0.0
44.61257632788731,SP2,4,0.0
52.75026618953623,SP2,4,0.0
42.382432458911154,SP2,4,0.0
49.99272146738521,SP2,4,0.0
42.382432458911154,SP2,4,0.0
53.13074791762266,SP2,4,0.0
61.24841512601683,SP2,4,0.0
33.161710429142005,SP2,4,0.0
35.96232336432436,SP2,4,0.0
20.762701749787187,SP2,4,0.0
56.70321594372134,SP2,4,0.0
20.762701749787187,SP2,4,0.0
36.264940638562294,SP2,4,0.0
18.37653447897045,SP2,4,0.0
55.50263593618051,SP2,4,0.0
18.37653447897045,SP2,4,0.0
63.759388883664855,SP2,4,0.0
33.34544826224371,SP2,4,0.0
65.1464144916871,SP2,4,0.0
55.50263593618051,SP2,4,0.0
39.88952324317813,SP2,4,0.0
63.759388883664855,SP2,4,0.0
33.34544826224371,SP2,4,0.0
62.949905153135546,SP3,1,0.0
129.6577002319569,SP3,1,0.0
70.3786270640662,SP3,1,0.0
62.949905153135546,SP3,1,0.0
88.063393251778,SP3,1,0.0
66.77193609392056,SP3,1,0.0
70.3786270640662,SP3,1,0.0
66.77193609392056,SP3,1,0.0
78.84737452603046,SP3,1,0.0
63.24670670404852,SP3,1,0.0
63.24670670404852,SP3,1,0.0
201.59038294213107,SP3,1,0.0
156.0446989796096,SP3,1,0.0
138.7608934468853,SP3,1,0.0
86.41354285301684,SP3,1,0.0
86.41354285301684,SP3,1,0.0
166.72811654147432,SP3,1,0.0
102.16522118998452,SP3,2,0.0
75.50801178625115,SP3,2,0.0
75.50801178625115,SP3,2,0.0
176.0261338899599,SP3,2,0.0
99.89402924057549,SP3,2,0.0
240.87464272176814,SP3,2,0.0
99.89402924057549,SP3,2,0.0
97.11682737426408,SP3,2,0.0
45.48881950350242,SP3,2,0.0
45.48881950350242,SP3,2,0.0
95.42297353246639,SP3,2,0.0
100.59265050156345,SP3,2,0.0
80.53780883918914,SP3,2,0.0
80.53780883918914,SP3,2,0.0
147.0684587100961,SP3,2,0.0
121.25450151003021,SP3,3,0.0
79.8811019782593,SP3,3,0.0
79.8811019782593,SP3,3,0.0
76.41467470440571,SP3,3,0.0
32.308949293414734,SP3,3,0.0
32.308949293414734,SP3,3,0.0
161.89184132974648,SP3,3,0.0
82.09447852593038,SP3,3,0.0
82.09447852593038,SP3,3,0.0
144.554150332136,SP3,3,0.0
76.61653138568566,SP3,3,0.0
62.851055543258205,SP3,3,0.0
62.851055543258205,SP3,3,0.0
39.16532023163752,SP3,3,0.0
182.3308019926373,SP3,3,0.0
168.79092703829804,SP3,3,0.0
39.16532023163752,SP3,3,0.0
129.7708488028932,SP3,3,0.0
110.97938498948875,SP3,4,0.0
86.19176930411528,SP3,4,0.0
86.19176930411528,SP3,4,0.0
106.59162375639275,SP3,4,0.0
137.634124839917,SP3,4,0.0
23.4316980275371,SP3,4,0.0
23.4316980275371,SP3,4,0.0
50.91040407718187,SP3,4,0.0
110.97938498948875,SP3,4,0.0
50.91040407718187,SP3,4,0.0
114.64149630161057,SP3,4,0.0
70.79142395516563,SP3,4,0.0
74.47810969522409,SP3,4,0.0
74.47810969522409,SP3,4,0.0
89.98555922731032,SP3,4,0.0
89.98555922731032,SP3,4,0.0
27.999260911903153,SP3,4,0.0
35.222124029081485,SP3,4,0.0
35.222124029081485,SP3,4,0.0
27.999260911903153,SP3,4,0.0
96.48220816431933,SP3,4,0.0
94.3914640250083,SP3,4,0.0
67.99061201867761,SP3,4,0.0
62.50192765981773,SP3,4,0.0
